Region,Technology,Emission,Year,Value
DE,HLI_Hardcoal_CHP,CO2,2040,1
World,HLI_Hardcoal_CHP,CO2,2045,1
DE,HLI_Hardcoal_CHP,CO2,2045,1
World,HLI_Hardcoal_CHP,CO2,2050,1
DE,HLI_Hardcoal_CHP,CO2,2050,1
World,HLI_Hardcoal_CHP_CCS,CO2,2018,1
DE,HLI_Hardcoal_CHP_CCS,CO2,2018,1
World,HLI_Hardcoal_CHP_CCS,CO2,2020,1
DE,HLI_Hardcoal_CHP_CCS,CO2,2020,1
World,HLI_Hardcoal_CHP_CCS,CO2,2025,1
DE,HLI_Hardcoal_CHP_CCS,CO2,2025,1
World,HLI_Hardcoal_CHP_CCS,CO2,2030,1
DE,HLI_Hardcoal_CHP_CCS,CO2,2030,1
World,HLI_Hardcoal_CHP_CCS,CO2,2035,1
DE,HLI_Hardcoal_CHP_CCS,CO2,2035,1
World,HLI_Hardcoal_CHP_CCS,CO2,2040,1
DE,HLI_Hardcoal_CHP_CCS,CO2,2040,1
World,HLI_Hardcoal_CHP_CCS,CO2,2045,1
DE,HLI_Hardcoal_CHP_CCS,CO2,2045,1
World,HLI_Hardcoal_CHP_CCS,CO2,2050,1
DE,HLI_Hardcoal_CHP_CCS,CO2,2050,1
World,HLI_Lignite,CO2,2018,1
DE,HLI_Lignite,CO2,2018,1
World,HLI_Lignite,CO2,2020,1
DE,HLI_Lignite,CO2,2020,1
World,HLI_Lignite,CO2,2025,1
DE,HLI_Lignite,CO2,2025,1
World,HLI_Lignite,CO2,2030,1
DE,HLI_Lignite,CO2,2030,1
World,HLI_Lignite,CO2,2035,1
DE,HLI_Lignite,CO2,2035,1
World,HLI_Lignite,CO2,2040,1
DE,HLI_Lignite,CO2,2040,1
World,HLI_Lignite,CO2,2045,1
DE,HLI_Lignite,CO2,2045,1
World,HLI_Lignite,CO2,2050,1
DE,HLI_Lignite,CO2,2050,1
World,HLI_Lignite_CHP,CO2,2018,1
DE,HLI_Lignite_CHP,CO2,2018,1
World,HLI_Lignite_CHP,CO2,2020,1
DE,HLI_Lignite_CHP,CO2,2020,1
World,HLI_Lignite_CHP,CO2,2025,1
DE,HLI_Lignite_CHP,CO2,2025,1
World,HLI_Lignite_CHP,CO2,2030,1
DE,HLI_Lignite_CHP,CO2,2030,1
World,HLI_Lignite_CHP,CO2,2035,1
DE,HLI_Lignite_CHP,CO2,2035,1
World,HLI_Lignite_CHP,CO2,2040,1
DE,HLI_Lignite_CHP,CO2,2040,1
World,HLI_Lignite_CHP,CO2,2045,1
DE,HLI_Lignite_CHP,CO2,2045,1
World,HLI_Lignite_CHP,CO2,2050,1
DE,HLI_Lignite_CHP,CO2,2050,1
World,HLI_Lignite_CHP_CCS,CO2,2018,1
DE,HLI_Lignite_CHP_CCS,CO2,2018,1
World,HLI_Lignite_CHP_CCS,CO2,2020,1
DE,HLI_Lignite_CHP_CCS,CO2,2020,1
World,HLI_Lignite_CHP_CCS,CO2,2025,1
DE,HLI_Lignite_CHP_CCS,CO2,2025,1
World,HLI_Lignite_CHP_CCS,CO2,2030,1
DE,HLI_Lignite_CHP_CCS,CO2,2030,1
World,HLI_Lignite_CHP_CCS,CO2,2035,1
DE,HLI_Lignite_CHP_CCS,CO2,2035,1
World,HLI_Lignite_CHP_CCS,CO2,2040,1
DE,HLI_Lignite_CHP_CCS,CO2,2040,1
World,HLI_Lignite_CHP_CCS,CO2,2045,1
DE,HLI_Lignite_CHP_CCS,CO2,2045,1
World,HLI_Lignite_CHP_CCS,CO2,2050,1
DE,HLI_Lignite_CHP_CCS,CO2,2050,1
World,HLI_Oil_Boiler,CO2,2018,1
DE,HLI_Oil_Boiler,CO2,2018,1
World,HLI_Oil_Boiler,CO2,2020,1
DE,HLI_Oil_Boiler,CO2,2020,1
World,HLI_Oil_Boiler,CO2,2025,1
DE,HLI_Oil_Boiler,CO2,2025,1
World,HLI_Oil_Boiler,CO2,2030,1
DE,HLI_Oil_Boiler,CO2,2030,1
World,HLI_Oil_Boiler,CO2,2035,1
DE,HLI_Oil_Boiler,CO2,2035,1
World,HLI_Oil_Boiler,CO2,2040,1
DE,HLI_Oil_Boiler,CO2,2040,1
World,HLI_Oil_Boiler,CO2,2045,1
DE,HLI_Oil_Boiler,CO2,2045,1
World,HLI_Oil_Boiler,CO2,2050,1
DE,HLI_Oil_Boiler,CO2,2050,1
World,HLI_Oil_CHP,CO2,2018,1
DE,HLI_Oil_CHP,CO2,2018,1
World,HLI_Oil_CHP,CO2,2020,1
DE,HLI_Oil_CHP,CO2,2020,1
World,HLI_Oil_CHP,CO2,2025,1
DE,HLI_Oil_CHP,CO2,2025,1
World,HLI_Oil_CHP,CO2,2030,1
DE,HLI_Oil_CHP,CO2,2030,1
World,HLI_Oil_CHP,CO2,2035,1
DE,HLI_Oil_CHP,CO2,2035,1
World,HLI_Oil_CHP,CO2,2040,1
DE,HLI_Oil_CHP,CO2,2040,1
World,HLI_Oil_CHP,CO2,2045,1
DE,HLI_Oil_CHP,CO2,2045,1
World,HLI_Oil_CHP,CO2,2050,1
DE,HLI_Oil_CHP,CO2,2050,1
World,HLI_Solar_Thermal,CO2,2018,1
DE,HLI_Solar_Thermal,CO2,2018,1
World,HLI_Solar_Thermal,CO2,2020,1
DE,HLI_Solar_Thermal,CO2,2020,1
World,HLI_Solar_Thermal,CO2,2025,1
DE,HLI_Solar_Thermal,CO2,2025,1
World,HLI_Solar_Thermal,CO2,2030,1
DE,HLI_Solar_Thermal,CO2,2030,1
World,HLI_Solar_Thermal,CO2,2035,1
DE,HLI_Solar_Thermal,CO2,2035,1
World,HLI_Solar_Thermal,CO2,2040,1
DE,HLI_Solar_Thermal,CO2,2040,1
World,HLI_Solar_Thermal,CO2,2045,1
DE,HLI_Solar_Thermal,CO2,2045,1
World,HLI_Solar_Thermal,CO2,2050,1
DE,HLI_Solar_Thermal,CO2,2050,1
World,HLR_Biomass,CO2,2018,1
DE,HLR_Biomass,CO2,2018,1
World,HLR_Biomass,CO2,2020,1
DE,HLR_Biomass,CO2,2020,1
World,HLR_Biomass,CO2,2025,1
DE,HLR_Biomass,CO2,2025,1
World,HLR_Biomass,CO2,2030,1
DE,HLR_Biomass,CO2,2030,1
World,HLR_Biomass,CO2,2035,1
DE,HLR_Biomass,CO2,2035,1
World,HLR_Biomass,CO2,2040,1
DE,HLR_Biomass,CO2,2040,1
World,HLR_Biomass,CO2,2045,1
DE,HLR_Biomass,CO2,2045,1
World,HLR_Biomass,CO2,2050,1
DE,HLR_Biomass,CO2,2050,1
World,HLR_Biomass_CHP,CO2,2018,1
DE,HLR_Biomass_CHP,CO2,2018,1
World,HLR_Biomass_CHP,CO2,2020,1
DE,HLR_Biomass_CHP,CO2,2020,1
World,HLR_Biomass_CHP,CO2,2025,1
DE,HLR_Biomass_CHP,CO2,2025,1
World,HLR_Biomass_CHP,CO2,2030,1
DE,HLR_Biomass_CHP,CO2,2030,1
World,HLR_Biomass_CHP,CO2,2035,1
DE,HLR_Biomass_CHP,CO2,2035,1
World,HLR_Biomass_CHP,CO2,2040,1
DE,HLR_Biomass_CHP,CO2,2040,1
World,HLR_Biomass_CHP,CO2,2045,1
DE,HLR_Biomass_CHP,CO2,2045,1
World,HLR_Biomass_CHP,CO2,2050,1
DE,HLR_Biomass_CHP,CO2,2050,1
World,HLR_Biomass_CHP_CCS,CO2,2018,1
DE,HLR_Biomass_CHP_CCS,CO2,2018,1
World,HLR_Biomass_CHP_CCS,CO2,2020,1
DE,HLR_Biomass_CHP_CCS,CO2,2020,1
World,HLR_Biomass_CHP_CCS,CO2,2025,1
DE,HLR_Biomass_CHP_CCS,CO2,2025,1
World,HLR_Biomass_CHP_CCS,CO2,2030,1
DE,HLR_Biomass_CHP_CCS,CO2,2030,1
World,HLR_Biomass_CHP_CCS,CO2,2035,1
DE,HLR_Biomass_CHP_CCS,CO2,2035,1
World,HLR_Biomass_CHP_CCS,CO2,2040,1
DE,HLR_Biomass_CHP_CCS,CO2,2040,1
World,HLR_Biomass_CHP_CCS,CO2,2045,1
DE,HLR_Biomass_CHP_CCS,CO2,2045,1
World,HLR_Biomass_CHP_CCS,CO2,2050,1
DE,HLR_Biomass_CHP_CCS,CO2,2050,1
World,HLR_Direct_Electric,CO2,2018,1
DE,HLR_Direct_Electric,CO2,2018,1
World,HLR_Direct_Electric,CO2,2020,1
DE,HLR_Direct_Electric,CO2,2020,1
World,HLR_Direct_Electric,CO2,2025,1
DE,HLR_Direct_Electric,CO2,2025,1
World,HLR_Direct_Electric,CO2,2030,1
DE,HLR_Direct_Electric,CO2,2030,1
World,HLR_Direct_Electric,CO2,2035,1
DE,HLR_Direct_Electric,CO2,2035,1
World,HLR_Direct_Electric,CO2,2040,1
DE,HLR_Direct_Electric,CO2,2040,1
World,HLR_Direct_Electric,CO2,2045,1
DE,HLR_Direct_Electric,CO2,2045,1
World,HLR_Direct_Electric,CO2,2050,1
DE,HLR_Direct_Electric,CO2,2050,1
World,HLR_Gas_Boiler,CO2,2018,1
DE,HLR_Gas_Boiler,CO2,2018,1
World,HLR_Gas_Boiler,CO2,2020,1
DE,HLR_Gas_Boiler,CO2,2020,1
World,HLR_Gas_Boiler,CO2,2025,1
DE,HLR_Gas_Boiler,CO2,2025,1
World,HLR_Gas_Boiler,CO2,2030,1
DE,HLR_Gas_Boiler,CO2,2030,1
World,HLR_Gas_Boiler,CO2,2035,1
DE,HLR_Gas_Boiler,CO2,2035,1
World,HLR_Gas_Boiler,CO2,2040,1
DE,HLR_Gas_Boiler,CO2,2040,1
World,HLR_Gas_Boiler,CO2,2045,1
DE,HLR_Gas_Boiler,CO2,2045,1
World,HLR_Gas_Boiler,CO2,2050,1
DE,HLR_Gas_Boiler,CO2,2050,1
World,HLR_Gas_CHP,CO2,2018,1
DE,HLR_Gas_CHP,CO2,2018,1
World,HLR_Gas_CHP,CO2,2020,1
DE,HLR_Gas_CHP,CO2,2020,1
World,HLR_Gas_CHP,CO2,2025,1
DE,HLR_Gas_CHP,CO2,2025,1
World,HLR_Gas_CHP,CO2,2030,1
DE,HLR_Gas_CHP,CO2,2030,1
World,HLR_Gas_CHP,CO2,2035,1
DE,HLR_Gas_CHP,CO2,2035,1
World,HLR_Gas_CHP,CO2,2040,1
DE,HLR_Gas_CHP,CO2,2040,1
World,HLR_Gas_CHP,CO2,2045,1
DE,HLR_Gas_CHP,CO2,2045,1
World,HLR_Gas_CHP,CO2,2050,1
DE,HLR_Gas_CHP,CO2,2050,1
World,HLR_Geothermal,CO2,2018,1
DE,HLR_Geothermal,CO2,2018,1
World,HLR_Geothermal,CO2,2020,1
DE,HLR_Geothermal,CO2,2020,1
World,HLR_Geothermal,CO2,2025,1
DE,HLR_Geothermal,CO2,2025,1
World,HLR_Geothermal,CO2,2030,1
DE,HLR_Geothermal,CO2,2030,1
World,HLR_Geothermal,CO2,2035,1
DE,HLR_Geothermal,CO2,2035,1
World,HLR_Geothermal,CO2,2040,1
DE,HLR_Geothermal,CO2,2040,1
World,HLR_Geothermal,CO2,2045,1
DE,HLR_Geothermal,CO2,2045,1
World,HLR_Geothermal,CO2,2050,1
DE,HLR_Geothermal,CO2,2050,1
World,HLR_Hardcoal,CO2,2018,1
DE,HLR_Hardcoal,CO2,2018,1
World,HLR_Hardcoal,CO2,2020,1
DE,HLR_Hardcoal,CO2,2020,1
World,HLR_Hardcoal,CO2,2025,1
DE,HLR_Hardcoal,CO2,2025,1
World,HLR_Hardcoal,CO2,2030,1
DE,HLR_Hardcoal,CO2,2030,1
World,HLR_Hardcoal,CO2,2035,1
DE,HLR_Hardcoal,CO2,2035,1
World,HLR_Hardcoal,CO2,2040,1
DE,HLR_Hardcoal,CO2,2040,1
World,HLR_Hardcoal,CO2,2045,1
DE,HLR_Hardcoal,CO2,2045,1
World,HLR_Hardcoal,CO2,2050,1
DE,HLR_Hardcoal,CO2,2050,1
World,HLR_Hardcoal_CHP,CO2,2018,1
DE,HLR_Hardcoal_CHP,CO2,2018,1
World,HLR_Hardcoal_CHP,CO2,2020,1
DE,HLR_Hardcoal_CHP,CO2,2020,1
World,HLR_Hardcoal_CHP,CO2,2025,1
DE,HLR_Hardcoal_CHP,CO2,2025,1
World,HLR_Hardcoal_CHP,CO2,2030,1
DE,HLR_Hardcoal_CHP,CO2,2030,1
World,HLR_Hardcoal_CHP,CO2,2035,1
DE,HLR_Hardcoal_CHP,CO2,2035,1
World,HLR_Hardcoal_CHP,CO2,2040,1
DE,HLR_Hardcoal_CHP,CO2,2040,1
World,HLR_Hardcoal_CHP,CO2,2045,1
DE,HLR_Hardcoal_CHP,CO2,2045,1
World,HLR_Hardcoal_CHP,CO2,2050,1
DE,HLR_Hardcoal_CHP,CO2,2050,1
World,HLR_Hardcoal_CHP_CCS,CO2,2018,1
DE,HLR_Hardcoal_CHP_CCS,CO2,2018,1
World,HLR_Hardcoal_CHP_CCS,CO2,2020,1
DE,HLR_Hardcoal_CHP_CCS,CO2,2020,1
World,HLR_Hardcoal_CHP_CCS,CO2,2025,1
DE,HLR_Hardcoal_CHP_CCS,CO2,2025,1
World,HLR_Hardcoal_CHP_CCS,CO2,2030,1
DE,HLR_Hardcoal_CHP_CCS,CO2,2030,1
World,HLR_Hardcoal_CHP_CCS,CO2,2035,1
DE,HLR_Hardcoal_CHP_CCS,CO2,2035,1
World,HLR_Hardcoal_CHP_CCS,CO2,2040,1
DE,HLR_Hardcoal_CHP_CCS,CO2,2040,1
World,HLR_Hardcoal_CHP_CCS,CO2,2045,1
DE,HLR_Hardcoal_CHP_CCS,CO2,2045,1
World,HLR_Hardcoal_CHP_CCS,CO2,2050,1
DE,HLR_Hardcoal_CHP_CCS,CO2,2050,1
World,HLR_Heatpump_Aerial,CO2,2018,1
DE,HLR_Heatpump_Aerial,CO2,2018,1
World,HLR_Heatpump_Aerial,CO2,2020,1
DE,HLR_Heatpump_Aerial,CO2,2020,1
World,HLR_Heatpump_Aerial,CO2,2025,1
DE,HLR_Heatpump_Aerial,CO2,2025,1
World,HLR_Heatpump_Aerial,CO2,2030,1
DE,HLR_Heatpump_Aerial,CO2,2030,1
World,HLR_Heatpump_Aerial,CO2,2035,1
DE,HLR_Heatpump_Aerial,CO2,2035,1
World,HLR_Heatpump_Aerial,CO2,2040,1
DE,HLR_Heatpump_Aerial,CO2,2040,1
World,HLR_Heatpump_Aerial,CO2,2045,1
DE,HLR_Heatpump_Aerial,CO2,2045,1
World,HLR_Heatpump_Aerial,CO2,2050,1
DE,HLR_Heatpump_Aerial,CO2,2050,1
World,HLR_Heatpump_Ground,CO2,2018,1
DE,HLR_Heatpump_Ground,CO2,2018,1
World,HLR_Heatpump_Ground,CO2,2020,1
DE,HLR_Heatpump_Ground,CO2,2020,1
World,HLR_Heatpump_Ground,CO2,2025,1
DE,HLR_Heatpump_Ground,CO2,2025,1
World,HLR_Heatpump_Ground,CO2,2030,1
DE,HLR_Heatpump_Ground,CO2,2030,1
World,HLR_Heatpump_Ground,CO2,2035,1
DE,HLR_Heatpump_Ground,CO2,2035,1
World,HLR_Heatpump_Ground,CO2,2040,1
DE,HLR_Heatpump_Ground,CO2,2040,1
World,HLR_Heatpump_Ground,CO2,2045,1
DE,HLR_Heatpump_Ground,CO2,2045,1
World,HLR_Heatpump_Ground,CO2,2050,1
DE,HLR_Heatpump_Ground,CO2,2050,1
World,HLR_Lignite,CO2,2018,1
DE,HLR_Lignite,CO2,2018,1
World,HLR_Lignite,CO2,2020,1
DE,HLR_Lignite,CO2,2020,1
World,HLR_Lignite,CO2,2025,1
DE,HLR_Lignite,CO2,2025,1
World,HLR_Lignite,CO2,2030,1
DE,HLR_Lignite,CO2,2030,1
World,HLR_Lignite,CO2,2035,1
DE,HLR_Lignite,CO2,2035,1
World,HLR_Lignite,CO2,2040,1
DE,HLR_Lignite,CO2,2040,1
World,HLR_Lignite,CO2,2045,1
DE,HLR_Lignite,CO2,2045,1
World,HLR_Lignite,CO2,2050,1
DE,HLR_Lignite,CO2,2050,1
World,HLR_Lignite_CHP,CO2,2018,1
DE,HLR_Lignite_CHP,CO2,2018,1
World,HLR_Lignite_CHP,CO2,2020,1
DE,HLR_Lignite_CHP,CO2,2020,1
World,HLR_Lignite_CHP,CO2,2025,1
DE,HLR_Lignite_CHP,CO2,2025,1
World,HLR_Lignite_CHP,CO2,2030,1
DE,HLR_Lignite_CHP,CO2,2030,1
World,HLR_Lignite_CHP,CO2,2035,1
DE,HLR_Lignite_CHP,CO2,2035,1
World,HLR_Lignite_CHP,CO2,2040,1
DE,HLR_Lignite_CHP,CO2,2040,1
World,HLR_Lignite_CHP,CO2,2045,1
DE,HLR_Lignite_CHP,CO2,2045,1
World,HLR_Lignite_CHP,CO2,2050,1
DE,HLR_Lignite_CHP,CO2,2050,1
World,HLR_Lignite_CHP_CCS,CO2,2018,1
DE,HLR_Lignite_CHP_CCS,CO2,2018,1
World,HLR_Lignite_CHP_CCS,CO2,2020,1
DE,HLR_Lignite_CHP_CCS,CO2,2020,1
World,HLR_Lignite_CHP_CCS,CO2,2025,1
DE,HLR_Lignite_CHP_CCS,CO2,2025,1
World,HLR_Lignite_CHP_CCS,CO2,2030,1
DE,HLR_Lignite_CHP_CCS,CO2,2030,1
World,HLR_Lignite_CHP_CCS,CO2,2035,1
DE,HLR_Lignite_CHP_CCS,CO2,2035,1
World,HLR_Lignite_CHP_CCS,CO2,2040,1
DE,HLR_Lignite_CHP_CCS,CO2,2040,1
World,HLR_Lignite_CHP_CCS,CO2,2045,1
DE,HLR_Lignite_CHP_CCS,CO2,2045,1
World,HLR_Lignite_CHP_CCS,CO2,2050,1
DE,HLR_Lignite_CHP_CCS,CO2,2050,1
World,HLR_Oil_Boiler,CO2,2018,1
DE,HLR_Oil_Boiler,CO2,2018,1
World,HLR_Oil_Boiler,CO2,2020,1
DE,HLR_Oil_Boiler,CO2,2020,1
World,HLR_Oil_Boiler,CO2,2025,1
DE,HLR_Oil_Boiler,CO2,2025,1
World,HLR_Oil_Boiler,CO2,2030,1
DE,HLR_Oil_Boiler,CO2,2030,1
World,HLR_Oil_Boiler,CO2,2035,1
DE,HLR_Oil_Boiler,CO2,2035,1
World,HLR_Oil_Boiler,CO2,2040,1
DE,HLR_Oil_Boiler,CO2,2040,1
World,HLR_Oil_Boiler,CO2,2045,1
DE,HLR_Oil_Boiler,CO2,2045,1
World,HLR_Oil_Boiler,CO2,2050,1
DE,HLR_Oil_Boiler,CO2,2050,1
World,HLR_Solar_Thermal,CO2,2018,1
DE,HLR_Solar_Thermal,CO2,2018,1
World,HLR_Solar_Thermal,CO2,2020,1
DE,HLR_Solar_Thermal,CO2,2020,1
World,HLR_Solar_Thermal,CO2,2025,1
DE,HLR_Solar_Thermal,CO2,2025,1
World,HLR_Solar_Thermal,CO2,2030,1
DE,HLR_Solar_Thermal,CO2,2030,1
World,HLR_Solar_Thermal,CO2,2035,1
DE,HLR_Solar_Thermal,CO2,2035,1
World,HLR_Solar_Thermal,CO2,2040,1
DE,HLR_Solar_Thermal,CO2,2040,1
World,HLR_Solar_Thermal,CO2,2045,1
DE,HLR_Solar_Thermal,CO2,2045,1
World,HLR_Solar_Thermal,CO2,2050,1
DE,HLR_Solar_Thermal,CO2,2050,1
World,HMI_Biomass,CO2,2018,1
DE,HMI_Biomass,CO2,2018,1
World,HMI_Biomass,CO2,2020,1
DE,HMI_Biomass,CO2,2020,1
World,HMI_Biomass,CO2,2025,1
DE,HMI_Biomass,CO2,2025,1
World,HMI_Biomass,CO2,2030,1
DE,HMI_Biomass,CO2,2030,1
World,HMI_Biomass,CO2,2035,1
DE,HMI_Biomass,CO2,2035,1
World,HMI_Biomass,CO2,2040,1
DE,HMI_Biomass,CO2,2040,1
World,HMI_Biomass,CO2,2045,1
DE,HMI_Biomass,CO2,2045,1
World,HMI_Biomass,CO2,2050,1
DE,HMI_Biomass,CO2,2050,1
World,HMI_Gas,CO2,2018,1
DE,HMI_Gas,CO2,2018,1
World,HMI_Gas,CO2,2020,1
DE,HMI_Gas,CO2,2020,1
World,HMI_Gas,CO2,2025,1
DE,HMI_Gas,CO2,2025,1
World,HMI_Gas,CO2,2030,1
DE,HMI_Gas,CO2,2030,1
World,HMI_Gas,CO2,2035,1
DE,HMI_Gas,CO2,2035,1
World,HMI_Gas,CO2,2040,1
DE,HMI_Gas,CO2,2040,1
World,HMI_Gas,CO2,2045,1
DE,HMI_Gas,CO2,2045,1
World,HMI_Gas,CO2,2050,1
DE,HMI_Gas,CO2,2050,1
World,HMI_Gas_CCS,CO2,2018,1
DE,HMI_Gas_CCS,CO2,2018,1
World,HMI_Gas_CCS,CO2,2020,1
DE,HMI_Gas_CCS,CO2,2020,1
World,HMI_Gas_CCS,CO2,2025,1
DE,HMI_Gas_CCS,CO2,2025,1
World,HMI_Gas_CCS,CO2,2030,1
DE,HMI_Gas_CCS,CO2,2030,1
World,HMI_Gas_CCS,CO2,2035,1
DE,HMI_Gas_CCS,CO2,2035,1
World,HMI_Gas_CCS,CO2,2040,1
DE,HMI_Gas_CCS,CO2,2040,1
World,HMI_Gas_CCS,CO2,2045,1
DE,HMI_Gas_CCS,CO2,2045,1
World,HMI_Gas_CCS,CO2,2050,1
DE,HMI_Gas_CCS,CO2,2050,1
World,HMI_HardCoal,CO2,2018,1
DE,HMI_HardCoal,CO2,2018,1
World,HMI_HardCoal,CO2,2020,1
DE,HMI_HardCoal,CO2,2020,1
World,HMI_HardCoal,CO2,2025,1
DE,HMI_HardCoal,CO2,2025,1
World,HMI_HardCoal,CO2,2030,1
DE,HMI_HardCoal,CO2,2030,1
World,HMI_HardCoal,CO2,2035,1
DE,HMI_HardCoal,CO2,2035,1
World,HMI_HardCoal,CO2,2040,1
DE,HMI_HardCoal,CO2,2040,1
World,HMI_HardCoal,CO2,2045,1
DE,HMI_HardCoal,CO2,2045,1
World,HMI_HardCoal,CO2,2050,1
DE,HMI_HardCoal,CO2,2050,1
World,HMI_HardCoal_CCS,CO2,2018,1
DE,HMI_HardCoal_CCS,CO2,2018,1
World,HMI_HardCoal_CCS,CO2,2020,1
DE,HMI_HardCoal_CCS,CO2,2020,1
World,HMI_HardCoal_CCS,CO2,2025,1
DE,HMI_HardCoal_CCS,CO2,2025,1
World,HMI_HardCoal_CCS,CO2,2030,1
DE,HMI_HardCoal_CCS,CO2,2030,1
World,HMI_HardCoal_CCS,CO2,2035,1
DE,HMI_HardCoal_CCS,CO2,2035,1
World,HMI_HardCoal_CCS,CO2,2040,1
DE,HMI_HardCoal_CCS,CO2,2040,1
World,HMI_HardCoal_CCS,CO2,2045,1
DE,HMI_HardCoal_CCS,CO2,2045,1
World,HMI_HardCoal_CCS,CO2,2050,1
DE,HMI_HardCoal_CCS,CO2,2050,1
World,HMI_Oil,CO2,2018,1
DE,HMI_Oil,CO2,2018,1
World,HMI_Oil,CO2,2020,1
DE,HMI_Oil,CO2,2020,1
World,HMI_Oil,CO2,2025,1
DE,HMI_Oil,CO2,2025,1
World,HMI_Oil,CO2,2030,1
DE,HMI_Oil,CO2,2030,1
World,HMI_Oil,CO2,2035,1
DE,HMI_Oil,CO2,2035,1
World,HMI_Oil,CO2,2040,1
DE,HMI_Oil,CO2,2040,1
World,HMI_Oil,CO2,2045,1
DE,HMI_Oil,CO2,2045,1
World,HMI_Oil,CO2,2050,1
DE,HMI_Oil,CO2,2050,1
World,HMI_Steam_Electric,CO2,2018,1
DE,HMI_Steam_Electric,CO2,2018,1
World,HMI_Steam_Electric,CO2,2020,1
DE,HMI_Steam_Electric,CO2,2020,1
World,HMI_Steam_Electric,CO2,2025,1
DE,HMI_Steam_Electric,CO2,2025,1
World,HMI_Steam_Electric,CO2,2030,1
DE,HMI_Steam_Electric,CO2,2030,1
World,HMI_Steam_Electric,CO2,2035,1
DE,HMI_Steam_Electric,CO2,2035,1
World,HMI_Steam_Electric,CO2,2040,1
DE,HMI_Steam_Electric,CO2,2040,1
World,HMI_Steam_Electric,CO2,2045,1
DE,HMI_Steam_Electric,CO2,2045,1
World,HMI_Steam_Electric,CO2,2050,1
DE,HMI_Steam_Electric,CO2,2050,1
World,P_Biomass_CCS,CO2,2018,1
DE,P_Biomass_CCS,CO2,2018,1
World,P_Biomass_CCS,CO2,2020,1
DE,P_Biomass_CCS,CO2,2020,1
World,P_Biomass_CCS,CO2,2025,1
DE,P_Biomass_CCS,CO2,2025,1
World,P_Biomass_CCS,CO2,2030,1
DE,P_Biomass_CCS,CO2,2030,1
World,P_Biomass_CCS,CO2,2035,1
DE,P_Biomass_CCS,CO2,2035,1
World,P_Biomass_CCS,CO2,2040,1
DE,P_Biomass_CCS,CO2,2040,1
