Region,Technology,Emission,Year,Value
World,P_Biomass_CCS,CO2,2045,1
DE,P_Biomass_CCS,CO2,2045,1
World,P_Biomass_CCS,CO2,2050,1
DE,P_Biomass_CCS,CO2,2050,1
World,P_Coal_Hardcoal,CO2,2018,1
DE,P_Coal_Hardcoal,CO2,2018,1
World,P_Coal_Hardcoal,CO2,2020,1
DE,P_Coal_Hardcoal,CO2,2020,1
World,P_Coal_Hardcoal,CO2,2025,1
DE,P_Coal_Hardcoal,CO2,2025,1
World,P_Coal_Hardcoal,CO2,2030,1
DE,P_Coal_Hardcoal,CO2,2030,1
World,P_Coal_Hardcoal,CO2,2035,1
DE,P_Coal_Hardcoal,CO2,2035,1
World,P_Coal_Hardcoal,CO2,2040,1
DE,P_Coal_Hardcoal,CO2,2040,1
World,P_Coal_Hardcoal,CO2,2045,1
DE,P_Coal_Hardcoal,CO2,2045,1
World,P_Coal_Hardcoal,CO2,2050,1
DE,P_Coal_Hardcoal,CO2,2050,1
World,P_Coal_Hardcoal_CCS,CO2,2018,1
DE,P_Coal_Hardcoal_CCS,CO2,2018,1
World,P_Coal_Hardcoal_CCS,CO2,2020,1
DE,P_Coal_Hardcoal_CCS,CO2,2020,1
World,P_Coal_Hardcoal_CCS,CO2,2025,1
DE,P_Coal_Hardcoal_CCS,CO2,2025,1
World,P_Coal_Hardcoal_CCS,CO2,2030,1
DE,P_Coal_Hardcoal_CCS,CO2,2030,1
World,P_Coal_Hardcoal_CCS,CO2,2035,1
DE,P_Coal_Hardcoal_CCS,CO2,2035,1
World,P_Coal_Hardcoal_CCS,CO2,2040,1
DE,P_Coal_Hardcoal_CCS,CO2,2040,1
World,P_Coal_Hardcoal_CCS,CO2,2045,1
DE,P_Coal_Hardcoal_CCS,CO2,2045,1
World,P_Coal_Hardcoal_CCS,CO2,2050,1
DE,P_Coal_Hardcoal_CCS,CO2,2050,1
World,P_Coal_Lignite,CO2,2018,1
DE,P_Coal_Lignite,CO2,2018,1
World,P_Coal_Lignite,CO2,2020,1
DE,P_Coal_Lignite,CO2,2020,1
World,P_Coal_Lignite,CO2,2025,1
DE,P_Coal_Lignite,CO2,2025,1
World,P_Coal_Lignite,CO2,2030,1
DE,P_Coal_Lignite,CO2,2030,1
World,P_Coal_Lignite,CO2,2035,1
DE,P_Coal_Lignite,CO2,2035,1
World,P_Coal_Lignite,CO2,2040,1
DE,P_Coal_Lignite,CO2,2040,1
World,P_Coal_Lignite,CO2,2045,1
DE,P_Coal_Lignite,CO2,2045,1
World,P_Coal_Lignite,CO2,2050,1
DE,P_Coal_Lignite,CO2,2050,1
World,P_Coal_Lignite_CCS,CO2,2018,1
DE,P_Coal_Lignite_CCS,CO2,2018,1
World,P_Coal_Lignite_CCS,CO2,2020,1
DE,P_Coal_Lignite_CCS,CO2,2020,1
World,P_Coal_Lignite_CCS,CO2,2025,1
DE,P_Coal_Lignite_CCS,CO2,2025,1
World,P_Coal_Lignite_CCS,CO2,2030,1
DE,P_Coal_Lignite_CCS,CO2,2030,1
World,P_Coal_Lignite_CCS,CO2,2035,1
DE,P_Coal_Lignite_CCS,CO2,2035,1
World,P_Coal_Lignite_CCS,CO2,2040,1
DE,P_Coal_Lignite_CCS,CO2,2040,1
World,P_Coal_Lignite_CCS,CO2,2045,1
DE,P_Coal_Lignite_CCS,CO2,2045,1
World,P_Coal_Lignite_CCS,CO2,2050,1
DE,P_Coal_Lignite_CCS,CO2,2050,1
World,P_Gas,CO2,2018,1
DE,P_Gas,CO2,2018,1
World,P_Gas,CO2,2020,1
DE,P_Gas,CO2,2020,1
World,P_Gas,CO2,2025,1
DE,P_Gas,CO2,2025,1
World,P_Gas,CO2,2030,1
DE,P_Gas,CO2,2030,1
World,P_Gas,CO2,2035,1
DE,P_Gas,CO2,2035,1
World,P_Gas,CO2,2040,1
DE,P_Gas,CO2,2040,1
World,P_Gas,CO2,2045,1
DE,P_Gas,CO2,2045,1
World,P_Gas,CO2,2050,1
DE,P_Gas,CO2,2050,1
DE,P_Gas_CCGT,CO2,2018,1
DE,P_Gas_CCGT,CO2,2020,1
DE,P_Gas_CCGT,CO2,2025,1
DE,P_Gas_CCGT,CO2,2030,1
DE,P_Gas_CCGT,CO2,2035,1
DE,P_Gas_CCGT,CO2,2040,1
DE,P_Gas_CCGT,CO2,2045,1
DE,P_Gas_CCGT,CO2,2050,1
World,P_Gas_CCS,CO2,2018,1
DE,P_Gas_CCS,CO2,2018,1
World,P_Gas_CCS,CO2,2020,1
DE,P_Gas_CCS,CO2,2020,1
World,P_Gas_CCS,CO2,2025,1
DE,P_Gas_CCS,CO2,2025,1
World,P_Gas_CCS,CO2,2030,1
DE,P_Gas_CCS,CO2,2030,1
World,P_Gas_CCS,CO2,2035,1
DE,P_Gas_CCS,CO2,2035,1
World,P_Gas_CCS,CO2,2040,1
DE,P_Gas_CCS,CO2,2040,1
World,P_Gas_CCS,CO2,2045,1
DE,P_Gas_CCS,CO2,2045,1
World,P_Gas_CCS,CO2,2050,1
DE,P_Gas_CCS,CO2,2050,1
DE,P_Gas_Engines,CO2,2018,1
DE,P_Gas_Engines,CO2,2020,1
DE,P_Gas_Engines,CO2,2025,1
DE,P_Gas_Engines,CO2,2030,1
DE,P_Gas_Engines,CO2,2035,1
DE,P_Gas_Engines,CO2,2040,1
DE,P_Gas_Engines,CO2,2045,1
DE,P_Gas_Engines,CO2,2050,1
DE,P_Gas_OCGT,CO2,2018,1
DE,P_Gas_OCGT,CO2,2020,1
DE,P_Gas_OCGT,CO2,2025,1
DE,P_Gas_OCGT,CO2,2030,1
DE,P_Gas_OCGT,CO2,2035,1
DE,P_Gas_OCGT,CO2,2040,1
DE,P_Gas_OCGT,CO2,2045,1
DE,P_Gas_OCGT,CO2,2050,1
World,P_Oil,CO2,2018,1
DE,P_Oil,CO2,2018,1
World,P_Oil,CO2,2020,1
DE,P_Oil,CO2,2020,1
World,P_Oil,CO2,2025,1
DE,P_Oil,CO2,2025,1
World,P_Oil,CO2,2030,1
DE,P_Oil,CO2,2030,1
World,P_Oil,CO2,2035,1
DE,P_Oil,CO2,2035,1
World,P_Oil,CO2,2040,1
DE,P_Oil,CO2,2040,1
World,P_Oil,CO2,2045,1
DE,P_Oil,CO2,2045,1
World,P_Oil,CO2,2050,1
DE,P_Oil,CO2,2050,1
World,PSNG_Air_Conv,CO2,2018,1
DE,PSNG_Air_Conv,CO2,2018,1
World,PSNG_Air_Conv,CO2,2020,1
DE,PSNG_Air_Conv,CO2,2020,1
World,PSNG_Air_Conv,CO2,2025,1
DE,PSNG_Air_Conv,CO2,2025,1
World,PSNG_Air_Conv,CO2,2030,1
DE,PSNG_Air_Conv,CO2,2030,1
World,PSNG_Air_Conv,CO2,2035,1
DE,PSNG_Air_Conv,CO2,2035,1
World,PSNG_Air_Conv,CO2,2040,1
DE,PSNG_Air_Conv,CO2,2040,1
World,PSNG_Air_Conv,CO2,2045,1
DE,PSNG_Air_Conv,CO2,2045,1
World,PSNG_Air_Conv,CO2,2050,1
DE,PSNG_Air_Conv,CO2,2050,1
World,PSNG_Rail_Conv,CO2,2018,0
DE,PSNG_Rail_Conv,CO2,2018,1
World,PSNG_Rail_Conv,CO2,2020,0
DE,PSNG_Rail_Conv,CO2,2020,1
World,PSNG_Rail_Conv,CO2,2025,0
DE,PSNG_Rail_Conv,CO2,2025,1
World,PSNG_Rail_Conv,CO2,2030,0
DE,PSNG_Rail_Conv,CO2,2030,1
World,PSNG_Rail_Conv,CO2,2035,0
DE,PSNG_Rail_Conv,CO2,2035,1
World,PSNG_Rail_Conv,CO2,2040,0
DE,PSNG_Rail_Conv,CO2,2040,1
World,PSNG_Rail_Conv,CO2,2045,0
DE,PSNG_Rail_Conv,CO2,2045,1
World,PSNG_Rail_Conv,CO2,2050,0
DE,PSNG_Rail_Conv,CO2,2050,1
World,PSNG_Road_ICE,CO2,2018,0
DE,PSNG_Road_ICE,CO2,2018,1
World,PSNG_Road_ICE,CO2,2020,0
DE,PSNG_Road_ICE,CO2,2020,1
World,PSNG_Road_ICE,CO2,2025,0
DE,PSNG_Road_ICE,CO2,2025,1
World,PSNG_Road_ICE,CO2,2030,0
DE,PSNG_Road_ICE,CO2,2030,1
World,PSNG_Road_ICE,CO2,2035,0
DE,PSNG_Road_ICE,CO2,2035,1
World,PSNG_Road_ICE,CO2,2040,0
DE,PSNG_Road_ICE,CO2,2040,1
World,PSNG_Road_ICE,CO2,2045,0
DE,PSNG_Road_ICE,CO2,2045,1
World,PSNG_Road_ICE,CO2,2050,0
DE,PSNG_Road_ICE,CO2,2050,1
DE,PSNG_Road_LNG,CO2,2018,1
DE,PSNG_Road_LNG,CO2,2020,1
DE,PSNG_Road_LNG,CO2,2025,1
DE,PSNG_Road_LNG,CO2,2030,1
DE,PSNG_Road_LNG,CO2,2035,1
DE,PSNG_Road_LNG,CO2,2040,1
DE,PSNG_Road_LNG,CO2,2045,1
DE,PSNG_Road_LNG,CO2,2050,1
World,PSNG_Road_PHEV,CO2,2018,0
DE,PSNG_Road_PHEV,CO2,2018,1
World,PSNG_Road_PHEV,CO2,2020,0
DE,PSNG_Road_PHEV,CO2,2020,1
World,PSNG_Road_PHEV,CO2,2025,0
DE,PSNG_Road_PHEV,CO2,2025,1
World,PSNG_Road_PHEV,CO2,2030,0
DE,PSNG_Road_PHEV,CO2,2030,1
World,PSNG_Road_PHEV,CO2,2035,0
DE,PSNG_Road_PHEV,CO2,2035,1
World,PSNG_Road_PHEV,CO2,2040,0
DE,PSNG_Road_PHEV,CO2,2040,1
World,PSNG_Road_PHEV,CO2,2045,0
DE,PSNG_Road_PHEV,CO2,2045,1
World,PSNG_Road_PHEV,CO2,2050,0
DE,PSNG_Road_PHEV,CO2,2050,1
DE,X_DAC,CO2,2018,1
DE,X_DAC,CO2,2020,1
DE,X_DAC,CO2,2025,1
DE,X_DAC,CO2,2030,1
DE,X_DAC,CO2,2035,1
DE,X_DAC,CO2,2040,1
DE,X_DAC,CO2,2045,1
DE,X_DAC,CO2,2050,1
DE,X_DAC_HT,CO2,2018,1
DE,X_DAC_HT,CO2,2020,1
DE,X_DAC_HT,CO2,2025,1
DE,X_DAC_HT,CO2,2030,1
DE,X_DAC_HT,CO2,2035,1
DE,X_DAC_HT,CO2,2040,1
DE,X_DAC_HT,CO2,2045,1
DE,X_DAC_HT,CO2,2050,1
DE,X_DAC_LT,CO2,2018,1
DE,X_DAC_LT,CO2,2020,1
DE,X_DAC_LT,CO2,2025,1
DE,X_DAC_LT,CO2,2030,1
DE,X_DAC_LT,CO2,2035,1
DE,X_DAC_LT,CO2,2040,1
DE,X_DAC_LT,CO2,2045,1
DE,X_DAC_LT,CO2,2050,1
World,X_SMR,CO2,2018,1
DE,X_SMR,CO2,2018,1
World,X_SMR,CO2,2020,1
DE,X_SMR,CO2,2020,1
World,X_SMR,CO2,2025,1
DE,X_SMR,CO2,2025,1
World,X_SMR,CO2,2030,1
DE,X_SMR,CO2,2030,1
World,X_SMR,CO2,2035,1
DE,X_SMR,CO2,2035,1
World,X_SMR,CO2,2040,1
DE,X_SMR,CO2,2040,1
World,X_SMR,CO2,2045,1
DE,X_SMR,CO2,2045,1
World,X_SMR,CO2,2050,1
DE,X_SMR,CO2,2050,1
World,X_ATR_CCS,CO2,2018,1
DE,X_ATR_CCS,CO2,2018,1
World,X_ATR_CCS,CO2,2020,1
DE,X_ATR_CCS,CO2,2020,1
World,X_ATR_CCS,CO2,2025,1
DE,X_ATR_CCS,CO2,2025,1
World,X_ATR_CCS,CO2,2030,1
DE,X_ATR_CCS,CO2,2030,1
World,X_ATR_CCS,CO2,2035,1
DE,X_ATR_CCS,CO2,2035,1
World,X_ATR_CCS,CO2,2040,1
DE,X_ATR_CCS,CO2,2040,1
World,X_ATR_CCS,CO2,2045,1
DE,X_ATR_CCS,CO2,2045,1
World,X_ATR_CCS,CO2,2050,1
DE,X_ATR_CCS,CO2,2050,1
World,HLDH_Biomass_Boiler,CO2,2018,1
World,HLDH_Biomass_Boiler,CO2,2020,1
World,HLDH_Biomass_Boiler,CO2,2025,1
World,HLDH_Biomass_Boiler,CO2,2030,1
World,HLDH_Biomass_Boiler,CO2,2035,1
World,HLDH_Biomass_Boiler,CO2,2040,1
World,HLDH_Biomass_Boiler,CO2,2045,1
World,HLDH_Biomass_Boiler,CO2,2050,1
World,HLDH_Biomass_CHP,CO2,2018,1
World,HLDH_Biomass_CHP,CO2,2020,1
World,HLDH_Biomass_CHP,CO2,2025,1
World,HLDH_Biomass_CHP,CO2,2030,1
World,HLDH_Biomass_CHP,CO2,2035,1
World,HLDH_Biomass_CHP,CO2,2040,1
World,HLDH_Biomass_CHP,CO2,2045,1
World,HLDH_Biomass_CHP,CO2,2050,1
World,HLDH_Coal_Boiler,CO2,2018,1
World,HLDH_Coal_Boiler,CO2,2020,1
World,HLDH_Coal_Boiler,CO2,2025,1
World,HLDH_Coal_Boiler,CO2,2030,1
World,HLDH_Coal_Boiler,CO2,2035,1
World,HLDH_Coal_Boiler,CO2,2040,1
World,HLDH_Coal_Boiler,CO2,2045,1
World,HLDH_Coal_Boiler,CO2,2050,1
World,HLDH_Oil_Boiler,CO2,2018,1
World,HLDH_Oil_Boiler,CO2,2020,1
World,HLDH_Oil_Boiler,CO2,2025,1
World,HLDH_Oil_Boiler,CO2,2030,1
World,HLDH_Oil_Boiler,CO2,2035,1
World,HLDH_Oil_Boiler,CO2,2040,1
World,HLDH_Oil_Boiler,CO2,2045,1
World,HLDH_Oil_Boiler,CO2,2050,1
World,HLDH_Gas_Boiler,CO2,2018,1
World,HLDH_Gas_Boiler,CO2,2020,1
World,HLDH_Gas_Boiler,CO2,2025,1
World,HLDH_Gas_Boiler,CO2,2030,1
World,HLDH_Gas_Boiler,CO2,2035,1
World,HLDH_Gas_Boiler,CO2,2040,1
World,HLDH_Gas_Boiler,CO2,2045,1
World,HLDH_Gas_Boiler,CO2,2050,1
World,HLDH_Geothermal,CO2,2018,1
World,HLDH_Geothermal,CO2,2020,1
World,HLDH_Geothermal,CO2,2025,1
World,HLDH_Geothermal,CO2,2030,1
World,HLDH_Geothermal,CO2,2035,1
World,HLDH_Geothermal,CO2,2040,1
World,HLDH_Geothermal,CO2,2045,1
World,HLDH_Geothermal,CO2,2050,1
World,HLDH_Solar_Thermal,CO2,2018,1
World,HLDH_Solar_Thermal,CO2,2020,1
World,HLDH_Solar_Thermal,CO2,2025,1
World,HLDH_Solar_Thermal,CO2,2030,1
World,HLDH_Solar_Thermal,CO2,2035,1
World,HLDH_Solar_Thermal,CO2,2040,1
World,HLDH_Solar_Thermal,CO2,2045,1
World,HLDH_Solar_Thermal,CO2,2050,1
World,HLDH_WasteToEnergy_Boiler,CO2,2018,1
World,HLDH_WasteToEnergy_Boiler,CO2,2020,1
World,HLDH_WasteToEnergy_Boiler,CO2,2025,1
World,HLDH_WasteToEnergy_Boiler,CO2,2030,1
World,HLDH_WasteToEnergy_Boiler,CO2,2035,1
World,HLDH_WasteToEnergy_Boiler,CO2,2040,1
World,HLDH_WasteToEnergy_Boiler,CO2,2045,1
World,HLDH_WasteToEnergy_Boiler,CO2,2050,1
World,HLDH_WasteToEnergy_CHP,CO2,2018,1
World,HLDH_WasteToEnergy_CHP,CO2,2020,1
World,HLDH_WasteToEnergy_CHP,CO2,2025,1
World,HLDH_WasteToEnergy_CHP,CO2,2030,1
World,HLDH_WasteToEnergy_CHP,CO2,2035,1
World,HLDH_WasteToEnergy_CHP,CO2,2040,1
World,HLDH_WasteToEnergy_CHP,CO2,2045,1
World,HLDH_WasteToEnergy_CHP,CO2,2050,1
World,HLDH_Heatpump,CO2,2018,1
World,HLDH_Heatpump,CO2,2020,1
World,HLDH_Heatpump,CO2,2025,1
World,HLDH_Heatpump,CO2,2030,1
World,HLDH_Heatpump,CO2,2035,1
World,HLDH_Heatpump,CO2,2040,1
World,HLDH_Heatpump,CO2,2045,1
World,HLDH_Heatpump,CO2,2050,1
World,HLDH_ExcessHeat,CO2,2018,1
World,HLDH_ExcessHeat,CO2,2020,1
World,HLDH_ExcessHeat,CO2,2025,1
World,HLDH_ExcessHeat,CO2,2030,1
World,HLDH_ExcessHeat,CO2,2035,1
World,HLDH_ExcessHeat,CO2,2040,1
World,HLDH_ExcessHeat,CO2,2045,1
World,HLDH_ExcessHeat,CO2,2050,1
World,HLDH_Electric_Boiler,CO2,2018,1
World,HLDH_Electric_Boiler,CO2,2020,1
World,HLDH_Electric_Boiler,CO2,2025,1
World,HLDH_Electric_Boiler,CO2,2030,1
World,HLDH_Electric_Boiler,CO2,2035,1
World,HLDH_Electric_Boiler,CO2,2040,1
World,HLDH_Electric_Boiler,CO2,2045,1
World,HLDH_Electric_Boiler,CO2,2050,1
World,HLDH_Heatpump_Air,CO2,2018,1
World,HLDH_Heatpump_Air,CO2,2020,1
World,HLDH_Heatpump_Air,CO2,2025,1
World,HLDH_Heatpump_Air,CO2,2030,1
World,HLDH_Heatpump_Air,CO2,2035,1
World,HLDH_Heatpump_Air,CO2,2040,1
World,HLDH_Heatpump_Air,CO2,2045,1
World,HLDH_Heatpump_Air,CO2,2050,1
World,HLDH_Heatpump_ExcessHeat,CO2,2018,1
World,HLDH_Heatpump_ExcessHeat,CO2,2020,1
World,HLDH_Heatpump_ExcessHeat,CO2,2025,1
World,HLDH_Heatpump_ExcessHeat,CO2,2030,1
World,HLDH_Heatpump_ExcessHeat,CO2,2035,1
World,HLDH_Heatpump_ExcessHeat,CO2,2040,1
World,HLDH_Heatpump_ExcessHeat,CO2,2045,1
World,HLDH_Heatpump_ExcessHeat,CO2,2050,1
World,HLI_Heatpump,CO2,2018,1
World,HLI_Heatpump,CO2,2020,1
World,HLI_Heatpump,CO2,2025,1
World,HLI_Heatpump,CO2,2030,1
World,HLI_Heatpump,CO2,2035,1
World,HLI_Heatpump,CO2,2040,1
World,HLI_Heatpump,CO2,2045,1
World,HLI_Heatpump,CO2,2050,1
World,HMLI_Heatpump,CO2,2018,1
World,HMLI_Heatpump,CO2,2020,1
World,HMLI_Heatpump,CO2,2025,1
World,HMLI_Heatpump,CO2,2030,1
World,HMLI_Heatpump,CO2,2035,1
World,HMLI_Heatpump,CO2,2040,1
World,HMLI_Heatpump,CO2,2045,1
World,HMLI_Heatpump,CO2,2050,1
DE,HLDH_Biomass_Boiler,CO2,2018,1
DE,HLDH_Biomass_Boiler,CO2,2020,1
DE,HLDH_Biomass_Boiler,CO2,2025,1
DE,HLDH_Biomass_Boiler,CO2,2030,1
DE,HLDH_Biomass_Boiler,CO2,2035,1
DE,HLDH_Biomass_Boiler,CO2,2040,1
DE,HLDH_Biomass_Boiler,CO2,2045,1
DE,HLDH_Biomass_Boiler,CO2,2050,1
DE,HLDH_Biomass_CHP,CO2,2018,1
DE,HLDH_Biomass_CHP,CO2,2020,1
DE,HLDH_Biomass_CHP,CO2,2025,1
DE,HLDH_Biomass_CHP,CO2,2030,1
DE,HLDH_Biomass_CHP,CO2,2035,1
DE,HLDH_Biomass_CHP,CO2,2040,1
DE,HLDH_Biomass_CHP,CO2,2045,1
DE,HLDH_Biomass_CHP,CO2,2050,1
DE,HLDH_Coal_Boiler,CO2,2018,1
DE,HLDH_Coal_Boiler,CO2,2020,1
DE,HLDH_Coal_Boiler,CO2,2025,1
DE,HLDH_Coal_Boiler,CO2,2030,1
DE,HLDH_Coal_Boiler,CO2,2035,1
DE,HLDH_Coal_Boiler,CO2,2040,1
DE,HLDH_Coal_Boiler,CO2,2045,1
DE,HLDH_Coal_Boiler,CO2,2050,1
DE,HLDH_Oil_Boiler,CO2,2018,1
DE,HLDH_Oil_Boiler,CO2,2020,1
DE,HLDH_Oil_Boiler,CO2,2025,1
DE,HLDH_Oil_Boiler,CO2,2030,1
DE,HLDH_Oil_Boiler,CO2,2035,1
DE,HLDH_Oil_Boiler,CO2,2040,1
DE,HLDH_Oil_Boiler,CO2,2045,1
DE,HLDH_Oil_Boiler,CO2,2050,1
DE,HLDH_Gas_Boiler,CO2,2018,1
DE,HLDH_Gas_Boiler,CO2,2020,1
DE,HLDH_Gas_Boiler,CO2,2025,1
DE,HLDH_Gas_Boiler,CO2,2030,1
DE,HLDH_Gas_Boiler,CO2,2035,1
DE,HLDH_Gas_Boiler,CO2,2040,1
DE,HLDH_Gas_Boiler,CO2,2045,1
DE,HLDH_Gas_Boiler,CO2,2050,1
DE,HLDH_Geothermal,CO2,2018,1
DE,HLDH_Geothermal,CO2,2020,1
DE,HLDH_Geothermal,CO2,2025,1
DE,HLDH_Geothermal,CO2,2030,1
DE,HLDH_Geothermal,CO2,2035,1
DE,HLDH_Geothermal,CO2,2040,1
DE,HLDH_Geothermal,CO2,2045,1
DE,HLDH_Geothermal,CO2,2050,1
DE,HLDH_Solar_Thermal,CO2,2018,1
DE,HLDH_Solar_Thermal,CO2,2020,1
DE,HLDH_Solar_Thermal,CO2,2025,1
DE,HLDH_Solar_Thermal,CO2,2030,1
DE,HLDH_Solar_Thermal,CO2,2035,1
DE,HLDH_Solar_Thermal,CO2,2040,1
DE,HLDH_Solar_Thermal,CO2,2045,1
DE,HLDH_Solar_Thermal,CO2,2050,1
DE,HLDH_WasteToEnergy_Boiler,CO2,2018,1
DE,HLDH_WasteToEnergy_Boiler,CO2,2020,1
DE,HLDH_WasteToEnergy_Boiler,CO2,2025,1
DE,HLDH_WasteToEnergy_Boiler,CO2,2030,1
DE,HLDH_WasteToEnergy_Boiler,CO2,2035,1
DE,HLDH_WasteToEnergy_Boiler,CO2,2040,1
DE,HLDH_WasteToEnergy_Boiler,CO2,2045,1
DE,HLDH_WasteToEnergy_Boiler,CO2,2050,1
DE,HLDH_WasteToEnergy_CHP,CO2,2018,1
DE,HLDH_WasteToEnergy_CHP,CO2,2020,1
DE,HLDH_WasteToEnergy_CHP,CO2,2025,1
DE,HLDH_WasteToEnergy_CHP,CO2,2030,1
DE,HLDH_WasteToEnergy_CHP,CO2,2035,1
DE,HLDH_WasteToEnergy_CHP,CO2,2040,1
DE,HLDH_WasteToEnergy_CHP,CO2,2045,1
DE,HLDH_WasteToEnergy_CHP,CO2,2050,1
DE,HLDH_Heatpump,CO2,2018,1
DE,HLDH_Heatpump,CO2,2020,1
DE,HLDH_Heatpump,CO2,2025,1
DE,HLDH_Heatpump,CO2,2030,1
DE,HLDH_Heatpump,CO2,2035,1
DE,HLDH_Heatpump,CO2,2040,1
DE,HLDH_Heatpump,CO2,2045,1
DE,HLDH_Heatpump,CO2,2050,1
DE,HLDH_ExcessHeat,CO2,2018,1
DE,HLDH_ExcessHeat,CO2,2020,1
DE,HLDH_ExcessHeat,CO2,2025,1
DE,HLDH_ExcessHeat,CO2,2030,1
DE,HLDH_ExcessHeat,CO2,2035,1
DE,HLDH_ExcessHeat,CO2,2040,1
DE,HLDH_ExcessHeat,CO2,2045,1
DE,HLDH_ExcessHeat,CO2,2050,1
DE,HLDH_Electric_Boiler,CO2,2018,1
DE,HLDH_Electric_Boiler,CO2,2020,1
DE,HLDH_Electric_Boiler,CO2,2025,1
DE,HLDH_Electric_Boiler,CO2,2030,1
DE,HLDH_Electric_Boiler,CO2,2035,1
DE,HLDH_Electric_Boiler,CO2,2040,1
DE,HLDH_Electric_Boiler,CO2,2045,1
DE,HLDH_Electric_Boiler,CO2,2050,1
DE,HLDH_Heatpump_Air,CO2,2018,1
DE,HLDH_Heatpump_Air,CO2,2020,1
DE,HLDH_Heatpump_Air,CO2,2025,1
DE,HLDH_Heatpump_Air,CO2,2030,1
DE,HLDH_Heatpump_Air,CO2,2035,1
DE,HLDH_Heatpump_Air,CO2,2040,1
DE,HLDH_Heatpump_Air,CO2,2045,1
DE,HLDH_Heatpump_Air,CO2,2050,1
DE,HLDH_Heatpump_ExcessHeat,CO2,2018,1
DE,HLDH_Heatpump_ExcessHeat,CO2,2020,1
DE,HLDH_Heatpump_ExcessHeat,CO2,2025,1
DE,HLDH_Heatpump_ExcessHeat,CO2,2030,1
DE,HLDH_Heatpump_ExcessHeat,CO2,2035,1
DE,HLDH_Heatpump_ExcessHeat,CO2,2040,1
DE,HLDH_Heatpump_ExcessHeat,CO2,2045,1
DE,HLDH_Heatpump_ExcessHeat,CO2,2050,1
DE,HLI_Heatpump,CO2,2018,1
DE,HLI_Heatpump,CO2,2020,1
DE,HLI_Heatpump,CO2,2025,1
DE,HLI_Heatpump,CO2,2030,1
DE,HLI_Heatpump,CO2,2035,1
DE,HLI_Heatpump,CO2,2040,1
DE,HLI_Heatpump,CO2,2045,1
DE,HLI_Heatpump,CO2,2050,1
DE,HMLI_Heatpump,CO2,2018,1
DE,HMLI_Heatpump,CO2,2020,1
DE,HMLI_Heatpump,CO2,2025,1
DE,HMLI_Heatpump,CO2,2030,1
DE,HMLI_Heatpump,CO2,2035,1
DE,HMLI_Heatpump,CO2,2040,1
DE,HMLI_Heatpump,CO2,2045,1
DE,HMLI_Heatpump,CO2,2050,1
